State,Case_Number,Persons,County,City,Month,Day,Route,Rural/Urban,Latitude,Longitude,First Harmful Event,Manner of Collision,Light Conditions,Weather
Michigan,260251,1,WAYNE (163),ALLEN PARK,May,Thursday,Interstate,Urban,42.26924722,-83.22145556,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260253,4,SAGINAW (145),SAGINAW,May,Saturday,State Highway,Urban,43.45067778,-83.91230556,Motor Vehicle In-Transport,Angle,Daylight,Cloudy
Michigan,260255,5,WAYNE (163),DETROIT,May,Sunday,Local Street - Municipality,Urban,42.3662,-83.15782778,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260259,1,WAYNE (163),DETROIT,May,Wednesday,State Highway,Urban,42.41269722,-83.24812222,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260262,1,MACOMB (99),CLINTON TOWNSHIP,May,Monday,Interstate,Urban,42.54195556,-82.88357222,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Rain
Michigan,260263,2,WAYNE (163),DETROIT,April,Tuesday,Local Street - Municipality,Urban,42.44466667,-83.16147778,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260264,1,WAYNE (163),TAYLOR,March,Friday,Local Street - Municipality,Urban,42.19755,-83.26876389,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Michigan,260265,1,MACOMB (99),STERLING HEIGHTS,April,Friday,Local Street - Municipality,Urban,42.55135278,-83.02355556,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260268,3,WAYNE (163),DETROIT,May,Sunday,Interstate,Urban,42.36793611,-83.14176667,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260269,1,WAYNE (163),DETROIT,May,Friday,State Highway,Urban,42.30839722,-83.09931389,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260273,5,KENT (81),ALPINE,May,Saturday,County Road,Rural,43.08859167,-85.76810278,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260278,2,WAYNE (163),REDFORD TOWNSHIP,May,Monday,County Road,Urban,42.36356667,-83.29463611,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260281,2,MENOMINEE (109),MENOMINEE,June,Tuesday,U.S. Highway,Urban,45.11666389,-87.61405278,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260282,5,OAKLAND (125),WATERFORD,May,Tuesday,State Highway,Urban,42.635,-83.33240278,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260286,1,CALHOUN (25),MARENGO,May,Friday,Interstate,Rural,42.28280556,-84.90831389,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Michigan,260290,2,LENAWEE (91),TECUMSEH,May,Sunday,Local Street - Municipality,Urban,42.02155833,-83.94019167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260292,1,WAYNE (163),DETROIT,June,Saturday,Local Street - Municipality,Urban,42.38494722,-83.25058889,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Rain
Michigan,260294,1,WAYNE (163),TAYLOR,May,Sunday,Interstate,Urban,42.24911944,-83.30424722,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Michigan,260295,1,BERRIEN (21),SAINT JOSEPH,May,Tuesday,State Highway,Urban,42.10916667,-86.47523056,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260296,3,WAYNE (163),WESTLAND,May,Saturday,State Highway,Urban,42.32473333,-83.37445556,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Michigan,260297,1,MUSKEGON (121),MUSKEGON HEIGHTS,May,Sunday,Local Street - Municipality,Urban,43.19447778,-86.24046111,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260300,2,CALHOUN (25),BATTLE CREEK,May,Tuesday,State Highway,Urban,42.33503333,-85.21369444,Motor Vehicle In-Transport,Angle,Dark - Lighted,Cloudy
Michigan,260302,3,KENT (81),GRAND RAPIDS,May,Saturday,U.S. Highway,Urban,42.93443333,-85.68071389,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Michigan,260305,3,WAYNE (163),VAN BOWEN,May,Tuesday,County Road,Urban,42.24772222,-83.48633889,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Clear
Michigan,260308,1,WAYNE (163),DETROIT,June,Thursday,Local Street - Municipality,Urban,42.37169722,-83.26085833,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Michigan,260317,3,WAYNE (163),DETROIT,June,Sunday,State Highway,Urban,42.43397778,-83.02425833,Motor Vehicle In-Transport,Angle,Dark - Lighted,Rain
Michigan,260319,3,WAYNE (163),DETROIT,June,Saturday,Interstate,Urban,42.37349167,-83.04786389,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Michigan,260321,1,KENT (81),CASCADE,June,Thursday,County Road,Urban,42.92539444,-85.51061944,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260324,1,ST. CLAIR (147),MARINE CITY,March,Monday,Local Street - Municipality,Urban,42.71254444,-82.49441667,Immersion or Partial Immersion,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Reported as Unknown,Clear
Michigan,260325,3,GENESEE (49),FLINT,May,Friday,State Highway,Urban,43.03965833,-83.65551667,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260326,1,ST. CLAIR (147),FORT GRATIOT,June,Wednesday,State Highway,Urban,43.03760833,-82.45655833,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260327,2,OAKLAND (125),W. BLOOMFIELD,May,Wednesday,State Highway,Urban,42.52965,-83.36006667,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Michigan,260328,5,WAYNE (163),DETROIT,May,Thursday,Local Street - Municipality,Urban,42.36532222,-83.20046667,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260332,3,WAYNE (163),DETROIT,June,Saturday,State Highway,Urban,42.37147222,-83.08485,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Cloudy
Michigan,260333,2,OAKLAND (125),PONTIAC,June,Sunday,Local Street - Municipality,Urban,42.61954167,-83.27889444,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Michigan,260335,2,KENT (81),GRAND RAPIDS,June,Friday,Local Street - Municipality,Urban,42.94112778,-85.64914444,Motor Vehicle In-Transport,Angle,Dark - Lighted,Cloudy
Michigan,260340,1,MACOMB (99),CLINTON TOWNSHIP,June,Thursday,County Road,Urban,42.56123889,-82.95677778,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Michigan,260341,1,KENT (81),GRAND RAPIDS,June,Thursday,Local Street - Municipality,Urban,43.01079167,-85.66315278,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Michigan,260342,1,GENESEE (49),FLINT,June,Sunday,Local Street - Municipality,Urban,43.01942222,-83.71380833,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260348,1,WAYNE (163),DETROIT,June,Wednesday,Interstate,Urban,42.38210833,-83.18239167,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260351,2,WASHTENAW (161),SYLVAN CENTER,June,Monday,County Road,Rural,42.29503056,-84.05551389,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Michigan,260353,3,OAKLAND (125),WHITE LAKE,June,Wednesday,State Highway,Urban,42.65388056,-83.48226111,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260355,1,WAYNE (163),DETROIT,June,Sunday,State Highway,Urban,42.404025,-83.21825,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260356,2,WASHTENAW (161),BRIDGEWATER,June,Saturday,County Road,Rural,42.15996667,-83.92611111,Other Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260358,3,WAYNE (163),DEARBORN HEIGHTS,June,Friday,Local Street - Municipality,Urban,42.31175,-83.30834722,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260362,2,KENT (81),WYOMING,July,Saturday,U.S. Highway,Urban,42.91534444,-85.679175,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Michigan,260363,3,WAYNE (163),DETROIT,July,Saturday,U.S. Highway,Urban,42.33123056,-83.10235278,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260365,5,GENESEE (49),FLINT,July,Thursday,Local Street - Municipality,Urban,43.0607,-83.72362778,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260367,4,WAYNE (163),DETROIT,July,Tuesday,Local Street - Municipality,Urban,42.39709444,-82.959875,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260370,2,WAYNE (163),INKSTER,June,Thursday,Local Street - Municipality,Urban,42.28232778,-83.32903056,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260379,2,GENESEE (49),FLINT,July,Wednesday,State Highway,Urban,43.06136389,-83.67391944,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260382,2,WAYNE (163),DETROIT,March,Saturday,Local Street - Municipality,Urban,42.43443889,-83.004625,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Rain
Michigan,260384,2,WAYNE (163),DETROIT,June,Sunday,U.S. Highway,Urban,42.33139444,-83.07509167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260385,2,WAYNE (163),WESTLAND,June,Friday,Local Street - Municipality,Urban,42.26746389,-83.34809167,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260393,4,OAKLAND (125),BLOOMFIELD VILLAGE,July,Monday,County Road,Urban,42.54056111,-83.25134722,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260395,3,KENT (81),WYOMING,July,Tuesday,State Highway,Urban,42.92985833,-85.72617778,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Michigan,260397,2,OAKLAND (125),TROY,July,Monday,Local Street - Municipality,Urban,42.56360556,-83.10110278,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260399,2,WAYNE (163),DETROIT,July,Wednesday,Local Street - Municipality,Urban,42.39339444,-83.16894722,Motor Vehicle In-Transport,Sideswipe - Same Direction,Daylight,Clear
Michigan,260400,4,GRAND TRAVERSE (55),ACME,July,Tuesday,U.S. Highway,Urban,44.74944444,-85.524225,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260403,4,GENESEE (49),FLINT,July,Thursday,Local Street - Municipality,Urban,43.06718333,-83.706225,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260405,3,WAYNE (163),DETROIT,July,Saturday,Local Street - Municipality,Urban,42.37739167,-83.17566667,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260407,1,INGHAM (65),LANSING,July,Thursday,State Highway,Urban,42.74256111,-84.57724444,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Michigan,260408,1,WAYNE (163),DETROIT,July,Saturday,Local Street - Municipality,Urban,42.43447222,-83.00313056,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260409,4,MONROE (115),SOUTH ROCKWOOD,July,Monday,Interstate,Rural,42.06075278,-83.26019722,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260411,2,MACOMB (99),"MACOMB, TOWNSHIP",May,Saturday,County Road,Urban,42.68777222,-82.89870556,Motor Vehicle In-Transport,Angle,Dark - Not Lighted,Clear
Michigan,260412,1,WAYNE (163),DETROIT,May,Thursday,Interstate,Urban,42.37238056,-83.05936944,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260415,2,MACOMB (99),"MACOMB, TOWNSHIP",April,Tuesday,County Road,Urban,42.67301944,-82.90223611,Motor Vehicle In-Transport,Front-to-Front,Daylight,Cloudy
Michigan,260418,4,WAYNE (163),TAYLOR,May,Tuesday,U.S. Highway,Urban,42.21196944,-83.26897222,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260419,3,WAYNE (163),DETROIT,July,Sunday,Local Street - Municipality,Urban,42.38435556,-83.21784167,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260420,4,MACOMB (99),ROSEVILLE,July,Wednesday,Local Street - Municipality,Urban,42.53233611,-82.90948889,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260425,2,KENT (81),GRAND RAPIDS,July,Monday,U.S. Highway,Urban,42.93867778,-85.67884444,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Michigan,260427,1,KENT (81),WALKER,July,Monday,Interstate,Urban,43.02144722,-85.66520278,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Michigan,260431,2,OAKLAND (125),SOUTHFIELD,July,Saturday,State Highway,Urban,42.44219722,-83.31684444,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260432,4,WAYNE (163),LINCOLN PARK,August,Wednesday,State Highway,Urban,42.25861111,-83.16979444,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260433,1,KENT (81),GRAND RAPIDS,July,Thursday,Local Street - Municipality,Urban,42.97693333,-85.67835833,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260435,1,SAGINAW (145),BIRCH RUN,July,Thursday,Local Street - Municipality,Urban,43.25014167,-83.79799722,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Michigan,260436,5,GENESEE (49),FLINT,July,Friday,Local Street - Municipality,Urban,43.07025,-83.69402222,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260438,2,MUSKEGON (121),MUSKEGON,July,Saturday,Local Street - Municipality,Urban,43.20490556,-86.21811667,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Michigan,260443,3,WAYNE (163),DETROIT,August,Wednesday,State Highway,Urban,42.43961389,-82.97469444,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Michigan,260446,2,LENAWEE (91),ADRIAN,July,Monday,State Highway,Urban,41.88905833,-84.06206944,Mail Box,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260448,4,OAKLAND (125),OAK PARK,July,Saturday,Local Street - Municipality,Urban,42.46074167,-83.20103889,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260449,3,MACOMB (99),STERLING HEIGHTS,April,Friday,Local Street - Municipality,Urban,42.56640833,-83.00778333,Motor Vehicle In-Transport,Sideswipe - Same Direction,Daylight,Cloudy
Michigan,260452,2,CALHOUN (25),BEDFORD,July,Thursday,County Road,Rural,42.39492778,-85.27982778,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Michigan,260454,1,WAYNE (163),DETROIT,July,Monday,Interstate,Urban,42.36052222,-83.07555556,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260455,1,WAYNE (163),DETROIT,August,Saturday,Local Street - Municipality,Urban,42.37227222,-83.21633333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260460,2,KENT (81),WYOMING,July,Friday,State Highway,Urban,42.91308889,-85.66654722,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260461,1,CALHOUN (25),BATTLE CREEK,July,Friday,Local Street - Municipality,Urban,42.32759722,-85.15307778,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260462,1,WAYNE (163),DETROIT,June,Friday,Local Street - Municipality,Urban,42.44630833,-82.94448333,Other Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260463,1,WAYNE (163),DETROIT,June,Tuesday,Interstate,Urban,42.32473889,-83.08339167,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Michigan,260465,2,WAYNE (163),DETROIT,July,Tuesday,Local Street - Municipality,Urban,42.42061389,-83.16050278,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Michigan,260467,3,OAKLAND (125),BLOOMFIELD VILLAGE,June,Friday,U.S. Highway,Urban,42.60298889,-83.28980556,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260468,6,WAYNE (163),DETROIT,May,Friday,State Highway,Urban,42.37405,-83.01780278,Motor Vehicle In-Transport,Angle,Daylight,Clear
Michigan,260469,2,OAKLAND (125),SOUTHFIELD,July,Tuesday,Local Street - Municipality,Urban,42.45775833,-83.20095556,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Michigan,260470,1,KALAMAZOO (77),COMSTOCK,July,Saturday,County Road,Rural,42.25216667,-85.49020556,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Rain
Michigan,260474,2,GENESEE (49),FENTON,July,Friday,U.S. Highway,Urban,42.78633333,-83.74128333,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Michigan,260479,1,OAKLAND (125),HIGHLAND,July,Thursday,County Road,Urban,42.63862222,-83.617625,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
